2023-04-07 13:36:03.839 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-07 15:38:48.416 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web, group=WEB
2023-04-07 15:38:48.418 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web-dev.yaml, group=WEB
2023-04-07 15:38:48.418 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web.yaml, group=WEB
2023-04-07 15:38:57.934 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-07 15:38:57.935 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-07 15:38:57.936 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-07 15:45:38.885 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-07 15:45:38.889 [main] INFO  net.syl.dandelion.web.WebApplication - The following 1 profile is active: "dev"
2023-04-07 15:45:39.375 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-04-07 15:45:39.377 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-07 15:45:39.394 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
2023-04-07 15:45:39.559 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=22b72ce4-5e40-3e1d-8073-4f41a17f2b72
2023-04-07 15:45:39.939 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-07 15:45:39.946 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-07 15:45:39.946 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-07 15:45:39.946 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.62]
2023-04-07 15:45:40.054 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-07 15:45:40.054 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1151 ms
2023-04-07 15:45:40.300 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2023-04-07 15:45:40.680 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2023-04-07 15:45:41.140 [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'dandelion-cron' URL not provided. Will try picking an instance via load-balancing.
2023-04-07 15:45:42.467 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 15:45:43.676 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 15:45:43.892 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-07 15:45:43.905 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-07 15:45:43.911 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP dandelion-web 192.168.91.1:8080 register finished
2023-04-07 15:45:44.992 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 15:45:45.016 [main] INFO  net.syl.dandelion.web.WebApplication - Started WebApplication in 9.196 seconds (JVM running for 10.069)
2023-04-07 15:45:45.019 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web, group=WEB
2023-04-07 15:45:45.021 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web-dev.yaml, group=WEB
2023-04-07 15:45:45.021 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web.yaml, group=WEB
2023-04-07 15:45:49.812 [http-nio-8080-exec-2] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-07 15:45:49.812 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-07 15:45:49.813 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-07 15:47:24.707 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-07 15:47:24.711 [main] INFO  net.syl.dandelion.web.WebApplication - The following 1 profile is active: "dev"
2023-04-07 15:47:25.185 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-04-07 15:47:25.187 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-07 15:47:25.202 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
2023-04-07 15:47:25.356 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=22b72ce4-5e40-3e1d-8073-4f41a17f2b72
2023-04-07 15:47:25.754 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-07 15:47:25.761 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-07 15:47:25.761 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-07 15:47:25.762 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.62]
2023-04-07 15:47:25.869 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-07 15:47:25.869 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1141 ms
2023-04-07 15:47:26.122 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2023-04-07 15:47:26.495 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2023-04-07 15:47:26.963 [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'dandelion-cron' URL not provided. Will try picking an instance via load-balancing.
2023-04-07 15:47:28.276 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 15:47:29.481 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 15:47:29.702 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-07 15:47:29.716 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-07 15:47:29.726 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP dandelion-web 192.168.91.1:8080 register finished
2023-04-07 15:47:30.804 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 15:47:30.829 [main] INFO  net.syl.dandelion.web.WebApplication - Started WebApplication in 9.814 seconds (JVM running for 10.713)
2023-04-07 15:47:30.832 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web, group=WEB
2023-04-07 15:47:30.833 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web-dev.yaml, group=WEB
2023-04-07 15:47:30.834 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web.yaml, group=WEB
2023-04-07 15:47:42.337 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-07 15:47:42.337 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-07 15:47:42.338 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2023-04-07 15:55:48.158 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-07 15:55:48.162 [main] INFO  net.syl.dandelion.web.WebApplication - The following 1 profile is active: "dev"
2023-04-07 15:55:48.614 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-04-07 15:55:48.616 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-07 15:55:48.631 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
2023-04-07 15:55:48.780 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=22b72ce4-5e40-3e1d-8073-4f41a17f2b72
2023-04-07 15:55:49.145 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-07 15:55:49.152 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-07 15:55:49.152 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-07 15:55:49.152 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.62]
2023-04-07 15:55:49.256 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-07 15:55:49.257 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1081 ms
2023-04-07 15:55:49.517 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2023-04-07 15:55:49.879 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2023-04-07 15:55:50.319 [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'dandelion-cron' URL not provided. Will try picking an instance via load-balancing.
2023-04-07 15:55:51.628 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 15:55:52.804 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 15:55:53.005 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-07 15:55:53.020 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-07 15:55:53.027 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP dandelion-web 192.168.91.1:8080 register finished
2023-04-07 15:55:54.110 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 15:55:54.134 [main] INFO  net.syl.dandelion.web.WebApplication - Started WebApplication in 8.896 seconds (JVM running for 9.734)
2023-04-07 15:55:54.137 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web, group=WEB
2023-04-07 15:55:54.138 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web-dev.yaml, group=WEB
2023-04-07 15:55:54.138 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web.yaml, group=WEB
2023-04-07 15:56:04.420 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-07 15:56:04.420 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-07 15:56:04.422 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2023-04-07 15:58:07.049 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-07 15:58:07.053 [main] INFO  net.syl.dandelion.web.WebApplication - The following 1 profile is active: "dev"
2023-04-07 15:58:07.511 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-04-07 15:58:07.512 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-07 15:58:07.527 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 4 ms. Found 0 Redis repository interfaces.
2023-04-07 15:58:07.675 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=22b72ce4-5e40-3e1d-8073-4f41a17f2b72
2023-04-07 15:58:08.033 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2023-04-07 15:58:08.039 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2023-04-07 15:58:08.040 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-07 15:58:08.040 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.62]
2023-04-07 15:58:08.147 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-07 15:58:08.147 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1080 ms
2023-04-07 15:58:08.416 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2023-04-07 15:58:08.801 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2023-04-07 15:58:09.264 [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'dandelion-cron' URL not provided. Will try picking an instance via load-balancing.
2023-04-07 15:58:10.612 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 15:58:11.814 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 15:58:12.029 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2023-04-07 15:58:12.044 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2023-04-07 15:58:12.049 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP dandelion-web 192.168.91.1:8080 register finished
2023-04-07 15:58:13.136 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 15:58:13.158 [main] INFO  net.syl.dandelion.web.WebApplication - Started WebApplication in 9.032 seconds (JVM running for 9.76)
2023-04-07 15:58:13.162 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web, group=WEB
2023-04-07 15:58:13.163 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web-dev.yaml, group=WEB
2023-04-07 15:58:13.163 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-web.yaml, group=WEB
2023-04-07 15:58:39.472 [http-nio-8080-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-07 15:58:39.473 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-07 15:58:39.474 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-07 15:59:43.531 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-07 15:59:43.535 [main] INFO  net.syl.dandelion.web.WebApplication - The following 1 profile is active: "dev"
2023-04-07 15:59:44.055 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
